time	timeerr1	timeerr2	flux	fluxerr1	fluxerr2
116.972	0.497	-0.505	3.62791390159074e-08	4.80025730160224e-09	-4.67400446962044e-09
117.999	0.520	-0.53	3.53559046089429e-08	4.60683638996893e-09	-4.51066258437842e-09
119.080	0.368	-0.561	3.09750159393594e-08	3.91262291422129e-09	-3.8322426304317e-09
119.701	0.249	-0.253	4.170059434118e-08	4.79808814395126e-09	-4.63341931879584e-09
120.198	0.255	-0.248	3.30624310236991e-08	4.39784313567254e-09	-4.1712197247979e-09
120.850	0.414	-0.397	2.07941395170733e-08	2.6864535114905e-09	-2.60282298291143e-09
121.633	0.321	-0.369	2.46560039510577e-08	3.13832960542692e-09	-3.07911111052015e-09
122.315	0.373	-0.36	2.26849546484158e-08	2.97700944021162e-09	-2.9249946204991e-09
123.077	0.381	-0.39	2.14016556979012e-08	2.77969348229461e-09	-2.72989467003805e-09
123.755	0.265	-0.297	3.01009173457688e-08	3.80062315034524e-09	-3.72868371061222e-09
124.474	0.274	-0.454	2.31241909605971e-08	2.93936578509639e-09	-2.88597635746822e-09
125.020	0.278	-0.272	3.08555452056912e-08	3.92373722428788e-09	-3.85126992487364e-09
125.704	0.330	-0.406	2.27175661857745e-08	2.98246179837916e-09	-2.92984144111462e-09
126.486	0.436	-0.451	1.9421506481386e-08	2.52414573594102e-09	-2.47841348685332e-09
127.241	0.380	-0.319	2.63729053931565e-08	3.42507638846414e-09	-3.36385762284085e-09
127.961	0.284	-0.34	3.25496997761806e-08	4.060414958577e-09	-3.98032500833593e-09
128.710	0.425	-0.465	2.24520310836241e-08	2.88826656449077e-09	-2.83476925548933e-09
129.572	0.415	-0.437	2.2261586428641e-08	2.84674893122994e-09	-2.78155392349016e-09
130.432	0.466	-0.445	1.92306903657309e-08	2.52071996340001e-09	-2.4555806109753e-09
131.349	0.544	-0.451	1.69712875408161e-08	2.24763247145948e-09	-2.19086559820092e-09
132.352	0.569	-0.46	1.65363813656618e-08	2.13133272527808e-09	-2.04609181387159e-09
133.401	0.440	-0.48	1.5072910472136e-08	1.960476107334e-09	-1.90690223982767e-09
134.200	0.327	-0.359	1.90706648860423e-08	2.53430990737854e-09	-2.44441466543839e-09
134.898	0.415	-0.37	1.78994680903376e-08	2.28472686415559e-09	-2.21753863251555e-09
135.671	0.328	-0.359	2.19917991510969e-08	2.80869474402407e-09	-2.72457187523919e-09
136.459	0.458	-0.46	1.70901947031094e-08	2.29692889113481e-09	-2.2157286989553e-09
137.402	0.401	-0.485	1.7687237030987e-08	2.452677827712e-09	-2.34707385270638e-09
138.200	0.366	-0.397	2.04103959154528e-08	2.66933779792724e-09	-2.53007048592568e-09
138.921	0.361	-0.355	2.02814664670375e-08	2.73943769327997e-09	-2.57158022993119e-09
139.878	0.535	-0.596	1.31177353530051e-08	1.76496119982045e-09	-1.62602400040206e-09
140.891	0.582	-0.478	1.47816831164031e-08	2.0269510307423e-09	-1.87387061737269e-09
141.954	0.474	-0.481	1.76851797398834e-08	2.39444256190269e-09	-2.2419269926431e-09
142.965	0.535	-0.536	1.58666081621297e-08	2.09493101497537e-09	-1.98893912521137e-09
144.036	0.607	-0.537	1.42545632711262e-08	1.9031037484018e-09	-1.76716925263074e-09
145.338	0.672	-0.694	1.10090200374909e-08	1.48791677209175e-09	-1.41161422293189e-09
146.864	0.779	-0.854	9.35593741358387e-09	1.24165693749616e-09	-1.17280091073615e-09
148.448	0.594	-0.804	1.11615132374047e-08	1.46711576040813e-09	-1.39899691898456e-09
149.842	0.771	-0.8	1.00316048020002e-08	1.37185132687723e-09	-1.27177647715185e-09
151.140	0.325	-0.527	1.29090443055478e-08	1.64446015711406e-09	-1.6150309100245e-09
151.758	0.325	-0.293	1.03384093299842e-08	1.31259223472837e-09	-1.31289137696193e-09
152.391	0.273	-0.309	1.18075458565405e-08	1.44280152022278e-09	-1.44316009746045e-09
152.957	0.365	-0.293	9.02647734579911e-09	1.1655030133915e-09	-1.16575622004974e-09
153.608	0.323	-0.285	1.04385538960972e-08	1.27549151349758e-09	-1.27579449479072e-09
154.183	0.267	-0.252	7.85205697265752e-09	1.2017299105778e-09	-1.20191734193796e-09
154.733	0.307	-0.282	1.03239145245481e-08	1.26151301296159e-09	-1.26182788720888e-09
155.307	0.327	-0.268	8.1991924746013e-09	1.13366592202374e-09	-1.13388605165281e-09
155.895	0.269	-0.262	7.79994796910232e-09	1.16289841325281e-09	-1.1630922622429e-09
156.428	0.259	-0.264	8.44691963173083e-09	1.25480350247358e-09	-1.25501585990098e-09
156.975	0.296	-0.288	8.02187881772611e-09	1.19597678041128e-09	-1.19617151694235e-09
157.570	0.361	-0.299	1.03971895307705e-08	1.34248351810354e-09	-1.34277074693128e-09
158.235	0.247	-0.304	1.03486636952787e-08	1.54289333340138e-09	-1.54315277382095e-09
158.799	0.279	-0.317	8.97361786443925e-09	1.36344464411627e-09	-1.36366705102657e-09
159.383	0.261	-0.305	8.97208150365787e-09	1.36322184551889e-09	-1.36344860539318e-09
159.872	0.284	-0.228	9.4842442422504e-09	1.4410262249522e-09	-1.44126031709688e-09
160.499	0.349	-0.343	6.76372436646605e-09	1.0084161633359e-09	-1.00858809287882e-09
161.120	0.272	-0.272	8.44605545084292e-09	1.28327106830306e-09	-1.2834726907566e-09
161.767	0.357	-0.375	6.35658635809866e-09	9.4768958663201e-10	-9.47837664161512e-10
162.536	0.356	-0.413	5.84988325881735e-09	9.05936605696661e-10	-9.06067334444608e-10
163.158	0.252	-0.266	8.824790457314e-09	1.34081382399666e-09	-1.34102355922846e-09
163.776	0.283	-0.366	7.17487970449789e-09	1.06970634327512e-09	-1.06988408718551e-09
164.381	0.411	-0.322	9.22839064119922e-09	1.14485924017565e-09	-1.14513672168287e-09
165.083	0.331	-0.29	7.3805976558809e-09	1.12137143300576e-09	-1.12153746790869e-09
165.787	0.366	-0.374	6.03291875429818e-09	8.99424705560038e-10	-8.99560159409616e-10
166.627	0.565	-0.474	4.0377590972153e-09	6.13468793150343e-10	-6.1355429159606e-10
167.666	0.421	-0.474	4.54673040190534e-09	6.77857030800093e-10	-6.7796056538554e-10
168.462	0.369	-0.375	5.99025604503222e-09	8.93071668698296e-10	-8.93210697612997e-10
169.115	0.262	-0.284	8.65748507473772e-09	1.31538246184692e-09	-1.31558103938236e-09
169.815	0.347	-0.437	6.5752322163591e-09	1.00630633349241e-09	-1.0064578243777e-09
170.541	0.426	-0.379	6.78154379832339e-09	1.01105614305686e-09	-1.01122083884697e-09
171.427	0.480	-0.46	5.60955106460091e-09	8.5231307534946e-10	-8.52452900237897e-10
172.426	0.408	-0.518	5.54669044772757e-09	8.42746021324774e-10	-8.42876065513476e-10
173.190	0.294	-0.356	7.88309388733907e-09	1.17526007368371e-09	-1.17543762486562e-09
173.910	0.361	-0.427	6.31526870821476e-09	9.41523286055138e-10	-9.41667451463948e-10
174.849	0.531	-0.577	4.11899152938003e-09	6.37889621662796e-10	-6.37984846141217e-10
175.864	0.492	-0.484	4.52339039276899e-09	6.74387097180849e-10	-6.74495706445886e-10
177.027	0.625	-0.67	3.179475358608e-09	4.74023893384202e-10	-4.74099902536237e-10
178.158	0.386	-0.506	4.64941811635742e-09	7.06417968970784e-10	-7.0652737677549e-10
178.994	0.478	-0.45	4.60846692784729e-09	6.87075410032433e-10	-6.87188346695937e-10
180.094	0.510	-0.622	3.81628564258264e-09	5.7983629116332e-10	-5.79927100947968e-10
181.227	0.560	-0.624	3.77361003189261e-09	5.62597167790408e-10	-5.62684281371955e-10
182.460	0.643	-0.673	3.35223391351388e-09	5.19134905676113e-10	-5.192062322136e-10
183.743	0.684	-0.64	3.49179791373083e-09	5.20580949845989e-10	-5.20660615494319e-10
185.005	0.559	-0.578	4.07358058586732e-09	6.18923987469785e-10	-6.19018128940071e-10
186.161	0.611	-0.597	3.87143171663506e-09	5.88206388591134e-10	-5.88293560502209e-10
187.615	0.634	-0.843	3.25259213232868e-09	4.84918486203314e-10	-4.8499269213226e-10
188.894	0.585	-0.646	3.88698265699891e-09	5.905665640975e-10	-5.90652607806308e-10
190.195	0.690	-0.716	3.31409401954274e-09	5.03517658791563e-10	-5.03586058808466e-10
191.732	0.742	-0.847	2.76795120447561e-09	4.12658010214866e-10	-4.12716578154966e-10
193.479	0.725	-1.005	2.27754294975348e-09	3.52701278875605e-10	-3.52746727705271e-10
194.938	0.678	-0.734	2.67939424325324e-09	4.07083087723897e-10	-4.0713598664325e-10
196.253	0.751	-0.637	2.65148497183943e-09	4.10609714349334e-10	-4.10662279352593e-10
197.858	0.690	-0.854	2.41237702595436e-09	3.59645975853105e-10	-3.59695935840313e-10
199.382	0.639	-0.834	2.4960968079552e-09	3.72125383694248e-10	-3.72175667313833e-10
200.712	0.556	-0.691	2.93154029646441e-09	4.37048261835055e-10	-4.37111557437755e-10
202.250	0.671	-0.982	2.19762685025519e-09	3.27634374708351e-10	-3.276827173799e-10
203.635	0.880	-0.714	2.32430638871769e-09	3.46519755029024e-10	-3.465704192458e-10
205.515	1.012	-1	1.97165566830311e-09	2.99558187765919e-10	-2.99598877016926e-10
207.685	0.795	-1.158	2.26242744114721e-09	3.37291362472434e-10	-3.37338466432798e-10
209.419	0.972	-0.939	2.40416913401861e-09	3.58424133300586e-10	-3.58475239186053e-10
211.295	0.922	-0.904	2.31637079101773e-09	3.45335395440232e-10	-3.45385181050369e-10
213.228	0.786	-1.011	2.16203043599801e-09	3.22323838746469e-10	-3.22368872289601e-10
215.225	1.462	-1.212	1.29342447855549e-09	2.00302425513079e-10	-2.00329689941379e-10
217.456	0.801	-0.769	2.30058705641746e-09	3.42982314107929e-10	-3.43031686691437e-10
219.445	1.098	-1.188	1.55416118240773e-09	2.4068020835257e-10	-2.40712762394594e-10
221.318	0.960	-0.775	2.12005575423024e-09	3.16066898783727e-10	-3.16111664153019e-10
223.260	1.324	-0.982	1.55542881259975e-09	2.31889265377783e-10	-2.31921624866936e-10
225.963	0.998	-1.379	1.45745251488263e-09	2.1728217262748e-10	-2.17312165520066e-10
228.159	1.099	-1.198	1.49303878020511e-09	2.22587965152914e-10	-2.22619051903533e-10
230.418	1.366	-1.161	1.37753304620761e-09	2.05367622673051e-10	-2.0539619955528e-10
232.673	0.958	-0.889	1.88482988837472e-09	2.86365674640963e-10	-2.8640407247651e-10
234.884	1.211	-1.253	1.47375176960184e-09	2.1971182570306e-10	-2.19742013888195e-10
237.269	1.299	-1.174	1.50230151840226e-09	2.28245909328794e-10	-2.28275312396762e-10
239.563	1.076	-0.995	1.88487917174064e-09	2.81003742956772e-10	-2.81042122119243e-10
241.724	1.252	-1.086	1.57247638299141e-09	2.43513960116518e-10	-2.4354501563877e-10
244.081	1.311	-1.105	1.48232837115633e-09	2.25213044690142e-10	-2.25243305598285e-10
246.457	1.079	-1.065	1.6319300856173e-09	2.4329844358801e-10	-2.43335182909093e-10
248.797	1.440	-1.261	1.25660556644627e-09	1.90920135484834e-10	-1.90946907139848e-10
251.716	1.311	-1.479	1.19199956457142e-09	1.81104451378626e-10	-1.81129998521803e-10
254.416	0.944	-1.39	1.42399512074278e-09	2.12297801808364e-10	-2.12329587684887e-10
257.099	1.190	-1.738	1.10640700428409e-09	1.68100416935027e-10	-1.68124243660335e-10
259.528	0.935	-1.239	1.49465993023933e-09	2.22831498241844e-10	-2.228639129481e-10
261.532	1.315	-1.069	1.30008671052275e-09	2.01332730742932e-10	-2.01359176493517e-10
264.722	1.731	-1.875	8.22710935310508e-10	1.29884774109971e-10	-1.29901461485953e-10
267.813	1.483	-1.36	1.063915184921e-09	1.58613505319769e-10	-1.58636362673355e-10
270.735	1.734	-1.438	9.20317092196356e-10	1.39827640406524e-10	-1.39847848729323e-10
274.331	1.692	-1.862	8.35477353088379e-10	1.26936513491888e-10	-1.26954134368671e-10
278.137	1.726	-2.114	8.46571441721032e-10	1.26211159238044e-10	-1.26229582990857e-10
281.275	1.493	-1.412	1.14514256626793e-09	1.70722077165176e-10	-1.70745835843348e-10
284.397	1.253	-1.629	1.12511022744004e-09	1.677344869278e-10	-1.67756984408537e-10
286.923	1.391	-1.273	1.16719797968904e-09	1.80751374700041e-10	-1.8077350998209e-10
289.766	1.379	-1.452	1.1240553960688e-09	1.70780808126035e-10	-1.7080429991914e-10
292.630	1.360	-1.485	1.03020783196611e-09	1.76007401779999e-10	-1.76026052720229e-10
295.365	1.513	-1.376	1.09597462606377e-09	1.63391901711934e-10	-1.63414543795683e-10
298.668	2.027	-1.79	7.98552802899334e-10	1.19051151988213e-10	-1.19067619177149e-10
302.051	1.503	-1.356	1.05555651424882e-09	1.6346510403958e-10	-1.63486948943992e-10
304.810	1.341	-1.256	1.23761030556854e-09	1.88031366152911e-10	-1.88055757146959e-10
307.607	1.558	-1.456	1.10912315212927e-09	1.68511529006117e-10	-1.68534409958474e-10
310.770	1.391	-1.605	1.0896814711834e-09	1.68750573141739e-10	-1.68773652206805e-10
313.751	1.745	-1.589	9.85490185290479e-10	1.49727463419814e-10	-1.49747567907787e-10
317.027	1.856	-1.532	9.33917744247703e-10	1.41892731909117e-10	-1.41912415289588e-10
320.684	1.675	-1.801	8.68653075781547e-10	1.29502762456393e-10	-1.29521284693953e-10
323.825	1.679	-1.466	9.25549161773584e-10	1.40621298697814e-10	-1.4064079929116e-10
327.042	1.475	-1.537	9.88323149200058e-10	1.53054817928986e-10	-1.53076358066671e-10
330.288	2.047	-1.771	8.1920205400632e-10	1.22131966272268e-10	-1.22150520727051e-10
334.157	1.693	-1.823	8.82604092472188e-10	1.31583429934265e-10	-1.31602842939572e-10
337.653	1.750	-1.803	8.7280390755899e-10	1.30121470213346e-10	-1.30140052839592e-10
340.777	1.826	-1.374	9.82155223499456e-10	1.46424069054919e-10	-1.46444949834048e-10
344.488	2.024	-1.884	8.03226981667598e-10	1.19748362280946e-10	-1.19765254796052e-10
348.477	1.380	-1.964	8.9544888676416e-10	1.33498680806754e-10	-1.33518502599666e-10
351.935	1.749	-2.078	7.79622899947409e-10	1.1623068602519e-10	-1.16247948269131e-10
355.369	1.918	-1.685	8.48609765793949e-10	1.28931832600733e-10	-1.28949789382125e-10
359.141	1.554	-1.855	9.16343025767487e-10	1.39222029586834e-10	-1.39240956242067e-10
362.533	1.673	-1.838	8.73290751916265e-10	1.30194303169439e-10	-1.3021304817879e-10
365.838	1.679	-1.632	8.78486296982792e-10	1.3604388807874e-10	-1.36062190776021e-10
369.441	1.665	-1.924	8.24027922518104e-10	1.251973372141e-10	-1.25214943424712e-10
372.815	1.452	-1.709	9.45272439954677e-10	1.40926317887692e-10	-1.40947013633847e-10
376.663	1.753	-2.396	7.02389099087148e-10	1.06715962855736e-10	-1.06730723921203e-10
380.263	1.460	-1.847	5.67429356278524e-10	1.09712990236709e-10	-1.09722599555109e-10
383.947	1.797	-2.223	7.19304572801651e-10	1.09286989954595e-10	-1.0930288853058e-10
387.832	2.277	-2.088	6.66368773550577e-10	1.01242650804921e-10	-1.01256193497215e-10
392.266	1.784	-2.158	7.1681477938953e-10	1.13166156258648e-10	-1.13180368803152e-10
395.843	1.930	-1.792	7.65565029431387e-10	1.18556859564659e-10	-1.18572942275449e-10
399.980	1.812	-2.207	7.35111088310751e-10	1.09595269913154e-10	-1.09611940064246e-10
403.546	1.514	-1.755	8.98678549047551e-10	1.39173196699963e-10	-1.39193323934086e-10
406.769	1.934	-1.709	7.831846393695e-10	1.28575564040158e-10	-1.28592028609513e-10
410.789	1.242	-2.085	6.24431098963297e-10	1.1401323555538e-10	-1.14024998775021e-10
413.592	2.105	-1.562	8.54022891330129e-10	1.2732385192269e-10	-1.2734355357767e-10
417.845	1.909	-2.148	7.52245567164913e-10	1.12148886806748e-10	-1.12165427300899e-10
421.381	1.894	-1.627	5.93930843723968e-10	1.06679874583852e-10	-1.06690539347223e-10
425.625	2.037	-2.351	7.00123501758925e-10	1.06371619630806e-10	-1.06386301040082e-10
429.207	1.811	-1.545	9.22113075144855e-10	1.40098674567127e-10	-1.40117741918917e-10
433.043	1.901	-2.025	7.65930674115311e-10	1.14187622517827e-10	-1.14203389764478e-10
436.675	1.909	-1.731	7.89965703202113e-10	1.20020786081018e-10	-1.2003673213434e-10
440.388	1.829	-1.804	8.0513099526344e-10	1.20032221893478e-10	-1.20049152397194e-10
444.225	1.461	-2.008	8.97416094904647e-10	1.33790871429926e-10	-1.33810029275783e-10
447.805	1.808	-2.119	8.17191957303259e-10	1.29012713131172e-10	-1.29028642971469e-10
451.594	2.427	-1.981	7.46996804364983e-10	1.11365298146865e-10	-1.11381016636464e-10
456.178	1.894	-2.157	7.61804553364459e-10	1.15743475170056e-10	-1.15759753683725e-10
460.192	2.401	-2.119	6.69599022866575e-10	9.9826626750516e-11	-9.98408285012762e-11
464.410	1.633	-1.817	8.57201057200453e-10	1.27794024566195e-10	-1.27811260001204e-10
468.025	2.416	-1.982	6.64821496592878e-10	9.91145628027102e-11	-9.91286949407835e-11
472.255	1.543	-1.814	5.80777085543523e-10	1.06041802164577e-10	-1.06052376996664e-10
475.214	1.885	-1.416	5.90992698177535e-10	1.07906779159592e-10	-1.07917298324201e-10
479.093	1.849	-1.994	7.53401197897552e-10	1.14466065024151e-10	-1.14481696930343e-10
482.958	2.005	-2.016	7.34067581306895e-10	1.09438699202718e-10	-1.09454761452312e-10
487.275	2.201	-2.312	6.42238158748436e-10	9.7577685460778e-11	-9.75916571934648e-11
491.641	2.057	-2.165	6.78552528031305e-10	1.05082284919165e-10	-1.05096834516998e-10
495.674	1.619	-1.976	5.48429890599827e-10	1.03025288736311e-10	-1.03034863560159e-10
499.178	2.032	-1.884	7.64379401716659e-10	1.18372806390167e-10	-1.18388510223636e-10
503.663	2.016	-2.454	6.66105788650839e-10	1.05159729288386e-10	-1.0517236388021e-10
507.730	1.797	-2.052	8.12728795979262e-10	1.21164385669836e-10	-1.21181032943505e-10
511.065	1.570	-1.539	1.00402265680438e-09	1.49683555829737e-10	-1.49704477194959e-10
514.815	1.845	-2.18	7.73716944726046e-10	1.15349086153218e-10	-1.15365465531832e-10
518.197	1.946	-1.538	6.36570897055594e-10	1.16228441806632e-10	-1.1623965531063e-10
521.989	2.138	-1.846	8.86829947636804e-10	1.34739383223904e-10	-1.34758597282034e-10
526.363	1.878	-2.237	8.71957997918744e-10	1.29996437899446e-10	-1.30015744705068e-10
530.586	2.162	-2.345	7.00972570094772e-10	1.08554338763669e-10	-1.08569325909316e-10
535.186	1.343	-2.438	5.51604732169206e-10	1.00715742670333e-10	-1.00726031796097e-10
538.773	1.762	-2.244	8.00768764482363e-10	1.21665237238889e-10	-1.21683476675577e-10
542.427	1.728	-1.892	9.17623938243695e-10	1.39418331348618e-10	-1.3943845025355e-10
546.323	2.065	-2.167	7.43976895599376e-10	1.10916289607801e-10	-1.10932793570645e-10
550.536	2.115	-2.148	6.86892152290315e-10	1.02405036118346e-10	-1.02419673594986e-10
554.332	1.769	-1.681	5.6469891112713e-10	1.03105093065752e-10	-1.0311459379249e-10
557.901	1.612	-1.8	5.78121797861648e-10	1.06738389533992e-10	-1.06748539718402e-10
561.458	2.579	-1.945	6.46338155772931e-10	9.63607211366007e-11	-9.63756744265327e-11
566.528	2.022	-2.49	6.47619120934552e-10	9.65522632269184e-11	-9.65675658699134e-11
570.582	1.821	-2.033	4.97647308623682e-10	9.34856799244017e-11	-9.34944577038501e-11
575.034	1.754	-2.631	4.41303329600679e-10	8.29007466584988e-11	-8.29082191465523e-11
578.507	1.610	-1.719	5.92372949548029e-10	1.11280268217596e-10	-1.11290644017354e-10
582.484	2.029	-2.367	7.02910030145145e-10	1.0479311751868e-10	-1.04808182189971e-10
586.233	1.632	-1.72	8.99818238907444e-10	1.39347569188516e-10	-1.39366488341276e-10
589.646	1.998	-1.781	5.43089895342702e-10	9.91604056215662e-11	-9.91700983724157e-11
593.608	2.697	-1.964	6.53081042491445e-10	9.73638768568316e-11	-9.7377481848688e-11
598.235	1.828	-1.93	7.96275529121725e-10	1.18712030467261e-10	-1.18728803643101e-10
601.926	1.768	-1.863	8.04513401092573e-10	1.22232569756676e-10	-1.22249957369219e-10
605.359	1.729	-1.665	5.78853136624923e-10	1.05690787522886e-10	-1.05701438241189e-10
609.100	1.405	-2.011	5.72049679701914e-10	1.04448936278886e-10	-1.04459646109934e-10
612.511	2.137	-2.007	6.87238621099922e-10	1.06428796422473e-10	-1.06444262136247e-10
616.853	1.719	-2.204	7.36584526466628e-10	1.11911193366147e-10	-1.11926600396176e-10
620.524	1.967	-1.953	5.00189056908505e-10	9.1327275147899e-11	-9.1336173065926e-11
624.471	1.905	-1.981	4.95485232644083e-10	9.30797130284214e-11	-9.30885287468017e-11
628.840	2.211	-2.464	6.25451124740064e-10	9.50255444201311e-11	-9.50380240942907e-11
632.973	1.378	-1.921	6.03127953194566e-10	1.10121165420985e-10	-1.1013099053083e-10
636.076	1.618	-1.726	5.98581464072951e-10	1.092909835552e-10	-1.09300566168247e-10
639.973	2.299	-2.279	6.42404903603726e-10	9.94820482256333e-11	-9.94940451108611e-11
644.234	2.377	-1.961	6.99746305497441e-10	1.04319407198602e-10	-1.04332791492515e-10
648.719	2.312	-2.109	5.90302408250391e-10	9.74249763111435e-11	-9.74356405976453e-11
652.621	1.803	-1.59	5.97631567450103e-10	1.09118350721603e-10	-1.09128549564818e-10
656.048	2.102	-1.624	5.51406934308431e-10	1.00678150758384e-10	-1.00687419916493e-10
660.031	2.171	-1.882	4.92606041237461e-10	9.52449567318255e-11	-9.52526509559794e-11
664.238	2.063	-2.036	4.98392561243769e-10	9.36248328177669e-11	-9.363297820794e-11
668.479	1.931	-2.177	7.32170387236314e-10	1.13383962990161e-10	-1.13398369997166e-10
672.268	1.860	-1.859	5.44773182453721e-10	9.94669883291613e-11	-9.94761261232914e-11
676.106	1.740	-1.978	7.85789566998013e-10	1.19386543531129e-10	-1.19402618683401e-10
679.805	1.590	-1.959	5.53713260679851e-10	1.01099539529785e-10	-1.01109000183505e-10
683.550	1.716	-2.154	7.62286428905714e-10	1.13644557026174e-10	-1.13660374769901e-10
686.834	1.852	-1.569	5.89417885131458e-10	1.0761849604938e-10	-1.07628512165354e-10
690.352	1.781	-1.665	6.02206228624316e-10	1.09953480186704e-10	-1.09963724924301e-10
694.678	2.498	-2.545	6.18794083807545e-10	9.51181371853481e-11	-9.51308347442174e-11
699.187	1.537	-2.01	6.21672434180531e-10	1.16784305291883e-10	-1.1679514741714e-10
702.557	1.890	-1.833	5.96183531667922e-10	1.08855270267399e-10	-1.08866356172154e-10
706.269	1.761	-1.821	5.54988308636568e-10	1.10492161107653e-10	-1.10501154399107e-10
709.789	2.357	-1.76	4.84261551631287e-10	9.09702517179839e-11	-9.09782601271896e-11
714.094	2.315	-1.948	7.02519202531429e-10	1.04734182525022e-10	-1.04748783676681e-10
718.284	1.466	-1.875	5.95115867593064e-10	1.0865917083054e-10	-1.08669410766407e-10
722.499	1.850	-2.749	4.22255389045705e-10	7.93222926936731e-11	-7.93293072603925e-11
726.254	1.861	-1.905	5.16986713309081e-10	9.71192451283787e-11	-9.71287026692911e-11
730.188	2.471	-2.073	6.58168228615788e-10	9.81257683828337e-11	-9.81416707843218e-11
735.337	1.959	-2.678	4.08556662222281e-10	7.89952523808091e-11	-7.90024215212486e-11
739.023	1.822	-1.727	5.92640018034349e-10	1.0477231676154e-10	-1.04783424205575e-10
742.718	2.061	-1.873	5.03332730477684e-10	9.19020106034108e-11	-9.19114147796216e-11
747.112	2.132	-2.333	4.35964197290086e-10	8.18989261885179e-11	-8.19070428074507e-11
751.036	1.665	-1.792	5.70546892075382e-10	1.04174778828747e-10	-1.04185647838942e-10
754.729	1.459	-2.028	5.36348216318245e-10	1.03704079698348e-10	-1.03713598211307e-10
758.550	1.927	-2.362	4.44253785842818e-10	8.34557176899789e-11	-8.34637227274537e-11
762.145	1.832	-1.668	5.56094839353414e-10	1.01535191948934e-10	-1.01545268842247e-10
765.999	1.440	-2.022	5.38678811595512e-10	1.04154231769115e-10	-1.04163430397703e-10
769.584	2.579	-2.145	6.19975260161529e-10	9.24306067721447e-11	-9.24449978475722e-11
775.190	2.121	-3.027	3.95081742250349e-10	7.21374393957827e-11	-7.21451848962105e-11
779.372	1.257	-2.06	6.35445991622677e-10	1.16023940335055e-10	-1.16035623206096e-10
4842.076	22.204	-22.928	5.05702625709617e-11	1.13078572996592e-11	-1.13078572996592e-11
4886.169	25.750	-21.889	4.94691254351335e-11	1.0843997294802e-11	-1.0843997294802e-11
4933.333	26.225	-21.414	4.69869251953477e-11	1.05399040781498e-11	-1.05399040781498e-11
4980.350	26.847	-20.792	4.8069156684576e-11	1.08169467242623e-11	-1.08169467242623e-11
5027.736	32.115	-20.539	4.56102832843468e-11	1.01987719373824e-11	-1.01987719373824e-11
5090.787	41.776	-30.936	3.65143341745949e-11	8.01632745081749e-12	-8.01632745081749e-12
5162.092	20.617	-29.529	4.94816091780171e-11	1.08140452653509e-11	-1.08140452653509e-11
5214.652	20.711	-31.943	4.31504978656368e-11	9.67932859294298e-12	-9.67932859294298e-12
5263.578	24.439	-28.215	4.49583336621396e-11	9.84032628954658e-12	-9.84032628954658e-12
5350.829	34.974	-62.812	2.49505127871788e-11	5.51938293360962e-12	-5.51938293360962e-12
5408.861	19.566	-23.059	5.60479270172813e-11	1.25525340359512e-11	-1.25525340359512e-11
5450.855	25.212	-22.427	4.98142931095799e-11	1.1156442227814e-11	-1.1156442227814e-11
5504.627	26.600	-28.561	4.29334351686932e-11	9.64592465762263e-12	-9.64592465762263e-12
5562.281	29.122	-31.053	3.85055999485541e-11	8.6374055398054e-12	-8.6374055398054e-12
5631.209	17.863	-39.806	4.06683592659917e-11	8.90135171581254e-12	-8.90135171581254e-12
5690.270	39.036	-41.198	3.17897593582823e-11	6.80693232191962e-12	-6.80693232191962e-12
5761.870	37.641	-32.564	3.38675456412295e-11	7.65769675551564e-12	-7.65769675551564e-12
5824.944	24.714	-25.433	5.01241745165675e-11	1.12614849562527e-11	-1.12614849562527e-11
5891.940	22.907	-42.283	5.02183077262374e-11	1.03050412654631e-11	-1.03050412654631e-11
5940.558	24.436	-25.711	5.76674131138206e-11	1.26602614424737e-11	-1.26602614424737e-11
5989.281	20.845	-24.287	6.11187109454502e-11	1.3357292523925e-11	-1.3357292523925e-11
6037.558	30.236	-27.432	4.29826306650127e-11	9.65698228039562e-12	-9.65698228039562e-12
6090.342	25.092	-22.548	5.09295110219158e-11	1.14062061707173e-11	-1.14062061707173e-11
6147.620	40.526	-32.186	3.34951057184611e-11	7.54936817286375e-12	-7.54936817286375e-12
6214.581	23.711	-26.435	4.72749254047728e-11	1.06382245185797e-11	-1.06382245185797e-11
6265.233	18.191	-26.94	5.04227609094445e-11	1.13465758489411e-11	-1.13465758489411e-11
6312.612	30.987	-29.188	3.75514992749426e-11	8.45017211355133e-12	-8.45017211355133e-12
6371.098	32.678	-27.498	3.94917851809889e-11	8.63080046722403e-12	-8.63080046722403e-12
6451.746	49.815	-47.971	2.27248220122005e-11	5.11374096528389e-12	-5.11374096528389e-12
6532.277	34.460	-30.716	4.24895330024461e-11	8.53025004143153e-12	-8.53025004143153e-12
10819.391	45.414	-44.849	1.6643424321356e-11	3.75087768225395e-12	-3.75087768225395e-12
10897.386	27.595	-32.581	2.52596045267362e-11	5.6592709746399e-12	-5.6592709746399e-12
10979.986	32.752	-55.005	1.78814163552989e-11	4.0219669867183e-12	-4.0219669867183e-12
11073.882	36.640	-61.145	1.68073781044363e-11	3.76559641814004e-12	-3.76559641814004e-12
11152.823	45.456	-42.3	1.93104097577529e-11	4.21779900523372e-12	-4.21779900523372e-12
11246.871	54.208	-48.592	1.47339124602002e-11	3.31076529769562e-12	-3.31076529769562e-12
