time	timeerr1	timeerr2	flux	fluxerr1	fluxerr2
11350.192	43.658	-49.113	1.53519368334275e-11	3.44963695448787e-12	-3.44963695448787e-12
11432.439	39.138	-38.589	1.8407591419395e-11	4.14031570257893e-12	-4.14031570257893e-12
11557.894	46.571	-86.317	1.09751280860381e-11	2.47100102516056e-12	-2.47100102516056e-12
11666.483	40.783	-62.018	1.40004517002403e-11	3.15834739588102e-12	-3.15834739588102e-12
11776.758	55.873	-69.493	1.19290638568084e-11	2.63746491030891e-12	-2.63746491030891e-12
11978.436	132.509	-145.804	8.9974824180052e-12	2.07886309045056e-12	-2.07886309045056e-12
12163.203	38.005	-52.259	1.52491742604135e-11	3.4231879030593e-12	-3.4231879030593e-12
12272.845	76.292	-71.637	1.37938463453071e-11	2.55161362175691e-12	-2.55161362175691e-12
15606.658	70.085	-75.339	9.64899446403277e-12	2.1231583892704e-12	-2.1231583892704e-12
15765.927	81.314	-89.184	7.79169703469373e-12	1.76270350349079e-12	-1.76270350349079e-12
15925.022	85.194	-77.782	8.19497423542721e-12	1.83955852267475e-12	-1.83955852267475e-12
16094.631	83.577	-84.414	7.97991446105858e-12	1.8105892180086e-12	-1.8105892180086e-12
16254.374	69.257	-76.167	9.53651706047293e-12	2.15743150533198e-12	-2.15743150533198e-12
16405.169	88.960	-81.537	8.26835370657999e-12	1.85963603889482e-12	-1.85963603889482e-12
16545.246	66.728	-51.116	1.17454958708629e-11	2.65457184017904e-12	-2.65457184017904e-12
16670.590	69.257	-58.616	1.05243878095918e-11	2.36934147679647e-12	-2.36934147679647e-12
16821.396	61.369	-81.548	9.329099535533e-12	2.10229138669437e-12	-2.10229138669437e-12
16969.713	53.462	-86.949	9.44832017861493e-12	2.12502190285395e-12	-2.12502190285395e-12
17126.777	64.388	-103.602	8.0001131010316e-12	1.79930592623366e-12	-1.79930592623366e-12
17239.666	44.271	-48.5	1.46068691400822e-11	3.28204303793718e-12	-3.28204303793718e-12
17354.847	59.471	-70.91	1.04140699062588e-11	2.33316330381735e-12	-2.33316330381735e-12
17501.508	63.249	-87.19	8.95069711423152e-12	2.01114841971851e-12	-2.01114841971851e-12
17661.036	86.756	-96.279	5.42569953415055e-12	1.42103591567541e-12	-1.42103591567541e-12
17837.497	75.779	-89.705	8.13904383805452e-12	1.83055258159895e-12	-1.83055258159895e-12
18035.025	96.364	-121.749	8.71275095743034e-12	1.6522539794654e-12	-1.6522539794654e-12
21412.148	118.852	-96.777	4.67030047158426e-12	1.22014270396148e-12	-1.22014270396148e-12
21603.420	75.513	-72.419	9.1130254509716e-12	2.04571346033376e-12	-2.04571346033376e-12
21767.854	124.201	-88.921	5.59786156585446e-12	1.34418411738988e-12	-1.34418411738988e-12
21982.121	100.491	-90.066	7.62592263556855e-12	1.71861499851509e-12	-1.71861499851509e-12
22178.196	94.972	-95.584	7.04989026992357e-12	1.59192576770206e-12	-1.59192576770206e-12
22367.762	123.544	-94.594	5.83439771298563e-12	1.3566031544763e-12	-1.3566031544763e-12
22608.579	125.937	-117.274	5.76038550550295e-12	1.30331091666117e-12	-1.30331091666117e-12
22812.209	75.254	-77.693	9.66053598360862e-12	2.1707454949172e-12	-2.1707454949172e-12
22963.043	97.425	-75.58	6.4599159677624e-12	1.67885676646244e-12	-1.67885676646244e-12
23155.082	88.422	-94.613	6.03107531031389e-12	1.56535780560274e-12	-1.56535780560274e-12
23311.414	87.543	-67.911	9.32031860630403e-12	2.10253801843391e-12	-2.10253801843391e-12
23496.677	87.822	-97.72	7.68925408597724e-12	1.72779340949359e-12	-1.72779340949359e-12
23792.645	122.803	-208.145	6.8599546224078e-12	1.22086478360672e-12	-1.22086478360672e-12
27223.496	72.938	-125.141	5.59481963731718e-12	1.40622778212157e-12	-1.40622778212157e-12
27383.204	96.263	-86.771	5.67580904650991e-12	1.47389760503357e-12	-1.47389760503357e-12
27634.062	88.616	-154.594	4.26430554920142e-12	1.11100060812105e-12	-1.11100060812105e-12
27929.416	146.785	-206.738	6.15393139638683e-12	1.13045999994057e-12	-1.13045999994057e-12
28417.231	130.060	-151.668	5.75010978286648e-12	1.49810484801023e-12	-1.49810484801023e-12
28657.948	117.510	-110.657	5.4777076676801e-12	1.42362160805056e-12	-1.42362160805056e-12
28887.590	100.991	-112.132	8.05013473291072e-12	1.80558359392971e-12	-1.80558359392971e-12
29108.310	65.814	-119.729	7.05624906859569e-12	1.83538075446021e-12	-1.83538075446021e-12
29282.304	74.854	-108.181	7.08191376034925e-12	1.84054487448493e-12	-1.84054487448493e-12
29497.244	200.897	-140.086	6.51613090703937e-12	1.29127831544323e-12	-1.29127831544323e-12
32992.119	114.824	-110.835	5.11287412864346e-12	1.33342670815137e-12	-1.33342670815137e-12
33273.900	116.370	-166.957	4.06655575882929e-12	1.05957971303245e-12	-1.05957971303245e-12
33535.355	113.170	-145.085	4.47119227416015e-12	1.16714512478086e-12	-1.16714512478086e-12
33826.365	110.502	-177.841	4.06547501422861e-12	1.06221126431511e-12	-1.06221126431511e-12
34085.311	97.274	-148.444	4.8405771455281e-12	1.26472658614753e-12	-1.26472658614753e-12
34395.377	173.336	-212.792	3.07916864268416e-12	8.05990246862508e-13	-8.05990246862508e-13
34719.977	124.543	-151.263	4.29633493953758e-12	1.12355912719937e-12	-1.12355912719937e-12
34956.167	181.710	-111.648	4.01538800706021e-12	1.05008738738374e-12	-1.05008738738374e-12
35349.503	131.852	-211.625	3.88460711561671e-12	9.49747995302211e-13	-9.49747995302211e-13
38832.257	107.801	-168.004	4.10519086871592e-12	1.06600067449218e-12	-1.06600067449218e-12
39232.614	161.270	-292.556	2.48550638658294e-12	6.4633644481675e-13	-6.4633644481675e-13
39680.163	225.215	-286.279	2.32412071585604e-12	6.04081961583884e-13	-6.04081961583884e-13
40020.583	100.426	-115.205	5.78259907800054e-12	1.49588829851868e-12	-1.49588829851868e-12
40301.556	107.795	-180.547	4.47018124039399e-12	1.15912582998221e-12	-1.15912582998221e-12
40657.166	261.173	-247.815	2.57592495579439e-12	6.74665772451968e-13	-6.74665772451968e-13
41069.033	195.290	-150.693	3.79707096934614e-12	9.89754523325074e-13	-9.89754523325074e-13
44910.985	262.803	-461.823	3.14101778809703e-12	6.42526327220311e-13	-6.42526327220311e-13
74106.221	291.611	-232.418	2.38794773644789e-12	6.24027290500033e-13	-6.24027290500033e-13
74791.547	368.510	-393.715	1.65115040449597e-12	4.32731483893359e-13	-4.32731483893359e-13
75591.515	373.376	-431.458	2.5037529048942e-12	5.18082621058722e-13	-5.18082621058722e-13
80482.788	484.507	-658.83	1.31188853696981e-12	3.44995045023039e-13	-3.44995045023039e-13
82948.201	3292.071	-1980.905	2.16502060446803e-12	4.13653215160113e-13	-4.13653215160113e-13
98300.859	798.381	-776.203	2.36322305771862e-12	5.39880944853956e-13	-5.39880944853956e-13
102757.435	435.526	-472.124	1.8530125630884e-12	4.89114604216145e-13	-4.89114604216145e-13
103952.821	930.053	-759.86	1.60850017339284e-12	3.3778566739174e-13	-3.3778566739174e-13
139972.754	9596.253	-2055.772	1.48805036525345e-12	3.96165848608517e-13	-3.96165848608517e-13
150260.953	742.230	-691.946	1.85114121695014e-12	4.51747885790739e-13	-4.51747885790739e-13
170765.999	3335.955	-3932.23	1.03611588635357e-12	2.21733671102364e-13	-2.21733671102364e-13
185507.608	5275.209	-5878.561	1.32557505401814e-12	2.48554348861251e-13	-2.48554348861251e-13
209611.214	4511.819	-7911.23	9.61008225713587e-13	2.10402657493758e-13	-2.10402657493758e-13
225925.906	11356.569	-6825.716	4.97868320244683e-13	1.28838657615039e-13	-1.28838657615039e-13
259801.673	29561.183	-17602.56	3.98611278634195e-13	1.00303536895384e-13	-1.00303536895384e-13
314551.820	21071.917	-20274.701	3.08248368248141e-13	8.16617718353659e-14	-8.16617718353659e-14
398918.401	57605.043	-40984.639	1.99824493660912e-13	5.5238799532175e-14	-5.5238799532175e-14
505866.451	36995.906	-43752.722	9.57654086292973e-14	4.30314603479126e-14	-3.38917980954799e-14
1.78100000739098	0.02	-0.02	1.86792900865317e-08	4.25992833488777e-09	-4.25992833488777e-09
1.82099999904633	0.02	-0.02	1.98320602232131e-08	4.21692971421111e-09	-4.21692971421111e-09
1.861000020504	0.02	-0.02	1.73627582392593e-08	4.0087292882771e-09	-4.0087292882771e-09
1.90100001215935	0.02	-0.02	1.27667540099095e-08	3.55900774512266e-09	-3.55900774512266e-09
1.9410000038147	0.02	-0.02	1.3849371175e-08	2.89929530389248e-09	-2.89929530389248e-09
1.98100002527237	0.02	-0.02	1.1375753847869e-08	2.35173632219075e-09	-2.35173632219075e-09
2.02100001692772	0.02	-0.02	8.00761327784643e-09	2.06322650903874e-09	-2.06322650903874e-09
2.06100000858307	0.02	-0.02	1.00159367080167e-08	1.74024622777499e-09	-1.74024622777499e-09
2.10100000023842	0.02	-0.02	5.65432758063435e-09	1.28416054546426e-09	-1.28416054546426e-09
2.14100002169609	0.02	-0.02	6.08731766343547e-09	1.14691816819108e-09	-1.14691816819108e-09
2.18100001335144	0.02	-0.02	6.82415467816175e-09	1.12050905350199e-09	-1.12050905350199e-09
2.22100000500679	0.02	-0.02	4.4578133894014e-09	1.05068854784611e-09	-1.05068854784611e-09
2.26100002646446	0.02	-0.02	7.15199558969806e-09	1.07553029694209e-09	-1.07553029694209e-09
2.30100001811981	0.02	-0.02	4.49133990983848e-09	9.8394454792953e-10	-9.8394454792953e-10
2.34100000977516	0.02	-0.02	4.70210859681592e-09	9.45880402632292e-10	-9.45880402632292e-10
2.38100000143051	0.02	-0.02	4.48938608446153e-09	9.34046446556649e-10	-9.34046446556649e-10
2.42100002288818	0.02	-0.02	4.15794353139672e-09	8.12288779110805e-10	-8.12288779110805e-10
2.46100001454353	0.02	-0.02	6.50627252862412e-09	1.23274128430994e-09	-1.23274128430994e-09
2.50100000619888	0.02	-0.02	9.84461153226183e-09	1.74868646008376e-09	-1.74868646008376e-09
2.54099999785423	0.02	-0.02	1.31706431635128e-08	2.44966860419097e-09	-2.44966860419097e-09
2.5810000193119	0.02	-0.02	2.10630600789991e-08	3.44030267820845e-09	-3.44030267820845e-09
2.62100001096725	0.02	-0.02	1.97478170282728e-08	4.81073492511938e-09	-4.81073492511938e-09
2.6610000026226	0.02	-0.02	3.84850032421866e-08	6.94892071443497e-09	-6.94892071443497e-09
2.70100002408028	0.02	-0.02	3.77806332645376e-08	8.74523922586939e-09	-8.74523922586939e-09
2.74100001573563	0.02	-0.02	3.07741872104318e-08	6.98054961568481e-09	-6.98054961568481e-09
2.78100000739098	0.02	-0.02	3.16856486457609e-08	5.08291770110847e-09	-5.08291770110847e-09
2.82099999904633	0.02	-0.02	2.43323149773004e-08	4.0236068021065e-09	-4.0236068021065e-09
2.861000020504	0.02	-0.02	1.56832808212685e-08	3.01980682521807e-09	-3.01980682521807e-09
2.90100001215935	0.02	-0.02	1.38043773759611e-08	2.20400782556191e-09	-2.20400782556191e-09
2.9410000038147	0.02	-0.02	7.93346298681744e-09	1.75240673328062e-09	-1.75240673328062e-09
2.98100002527237	0.02	-0.02	1.24094636015705e-08	2.69155643860289e-09	-2.69155643860289e-09
3.02100001692772	0.02	-0.02	2.04631807418134e-08	4.16199421827097e-09	-4.16199421827097e-09
3.06100000858307	0.02	-0.02	2.99011005011369e-08	6.84390196928362e-09	-6.84390196928362e-09
3.10100000023842	0.02	-0.02	5.97558624551975e-08	1.04634861217951e-08	-1.04634861217951e-08
3.14100002169609	0.02	-0.02	1.10384366965476e-07	1.67854193122313e-08	-1.67854193122313e-08
3.18100001335144	0.02	-0.02	6.73949051584399e-08	1.09899831685794e-08	-1.09899831685794e-08
3.22100000500679	0.02	-0.02	4.24371484284029e-08	7.15673504876647e-09	-7.15673504876647e-09
3.26100002646446	0.02	-0.02	2.90853108806548e-08	4.84683098843631e-09	-4.84683098843631e-09
3.30100001811981	0.02	-0.02	3.35309605523791e-08	4.84742850895004e-09	-4.84742850895004e-09
3.34100000977516	0.02	-0.02	3.32659066152235e-08	7.63328293251663e-09	-7.63328293251663e-09
3.38100000143051	0.02	-0.02	7.557824436885e-08	1.22331362109792e-08	-1.22331362109792e-08
3.42100002288818	0.02	-0.02	7.69301418727458e-08	1.30489103453598e-08	-1.30489103453598e-08
3.46100001454353	0.02	-0.02	5.18244804049315e-08	9.75579004501763e-09	-9.75579004501763e-09
3.50100000619888	0.02	-0.02	4.77257667390301e-08	7.55375441555567e-09	-7.55375441555567e-09
3.54099999785423	0.02	-0.02	5.8967270429312e-08	1.02713087631727e-08	-1.02713087631727e-08
3.5810000193119	0.02	-0.02	5.9215037163502e-08	1.37377481864132e-08	-1.37377481864132e-08
3.62100001096725	0.02	-0.02	7.69095419615246e-08	1.84216811444368e-08	-1.84216811444368e-08
3.6610000026226	0.02	-0.02	5.16718283681534e-08	1.35144414742042e-08	-1.35144414742042e-08
3.70100002408028	0.02	-0.02	5.7897454121575e-08	1.00770199160708e-08	-1.00770199160708e-08
3.74100001573563	0.02	-0.02	3.34777556649335e-08	7.0098516689783e-09	-7.0098516689783e-09
3.78100000739098	0.02	-0.02	3.28053871506751e-08	5.93405719816664e-09	-5.93405719816664e-09
3.82099999904633	0.02	-0.02	4.55912345300191e-08	5.92058585533115e-09	-5.92058585533115e-09
3.861000020504	0.02	-0.02	4.28420104661167e-08	5.88530882585385e-09	-5.88530882585385e-09
3.90100001215935	0.02	-0.02	3.40053665674682e-08	6.76438996369798e-09	-6.76438996369798e-09
3.9410000038147	0.02	-0.02	5.39787590656745e-08	8.95375384933281e-09	-8.95375384933281e-09
3.98100002527237	0.02	-0.02	7.98044961020625e-08	1.84923090772029e-08	-1.84923090772029e-08
4.02100001692772	0.02	-0.02	5.57804654231101e-07	6.95962664810892e-08	-6.95962664810892e-08
4.06100000858307	0.02	-0.02	5.64013952611116e-07	9.52852453297721e-08	-9.52852453297721e-08
4.10100000023842	0.02	-0.02	3.61477601254443e-07	5.66583676249506e-08	-5.66583676249506e-08
4.14100002169609	0.02	-0.02	1.38554366559892e-07	3.49989958312382e-08	-3.49989958312382e-08
4.18100001335144	0.02	-0.02	1.606741813608e-07	2.77678533326686e-08	-2.77678533326686e-08
4.22100000500679	0.02	-0.02	1.72147860323917e-07	3.17564004748809e-08	-3.17564004748809e-08
4.26100002646446	0.02	-0.02	2.20507194343532e-07	3.99935592952131e-08	-3.99935592952131e-08
4.30100001811981	0.02	-0.02	1.26876201081944e-07	3.33789092024291e-08	-3.33789092024291e-08
4.34100000977516	0.02	-0.02	1.31862425204236e-07	2.86110638006378e-08	-2.86110638006378e-08
4.38100000143051	0.02	-0.02	1.22375192869572e-07	2.49254231375159e-08	-2.49254231375159e-08
4.42100002288818	0.02	-0.02	7.79399619789908e-08	1.61617277316266e-08	-1.61617277316266e-08
4.46100001454353	0.02	-0.02	5.11683253937901e-08	1.11369627807976e-08	-1.11369627807976e-08
4.50100000619888	0.02	-0.02	4.9068311370556e-08	8.56820398565932e-09	-8.56820398565932e-09
4.54099999785423	0.02	-0.02	2.70793053202229e-08	5.08855625380137e-09	-5.08855625380137e-09
4.5810000193119	0.02	-0.02	2.58228568041841e-08	5.12671664656956e-09	-5.12671664656956e-09
4.62100001096725	0.02	-0.02	4.48519031565759e-08	7.42319871181298e-09	-7.42319871181298e-09
4.6610000026226	0.02	-0.02	5.05768482142218e-08	1.05483163306763e-08	-1.05483163306763e-08
4.70100002408028	0.02	-0.02	6.75423844521659e-08	1.41541741428405e-08	-1.41541741428405e-08
4.74100001573563	0.02	-0.02	9.36724482315666e-08	1.90578417170707e-08	-1.90578417170707e-08
4.78100000739098	0.02	-0.02	9.264744765716e-08	1.77165705953637e-08	-1.77165705953637e-08
4.82099999904633	0.02	-0.02	7.61934664019496e-08	1.44777780730736e-08	-1.44777780730736e-08
4.861000020504	0.02	-0.02	3.11433688280502e-08	1.11470732090323e-08	-1.11470732090323e-08
4.90100001215935	0.02	-0.02	6.7295058427834e-08	1.35570535454685e-08	-1.35570535454685e-08
4.9410000038147	0.02	-0.02	7.20009843763038e-08	1.96366874912907e-08	-1.96366874912907e-08
4.98100002527237	0.02	-0.02	1.44810174650694e-07	2.91273816187385e-08	-2.91273816187385e-08
5.02100001692772	0.02	-0.02	1.86030442339851e-07	4.64039142393286e-08	-4.64039142393286e-08
5.06100000858307	0.02	-0.02	2.64997206861251e-07	6.25142105248998e-08	-6.25142105248998e-08
5.12100001096725	0.04	-0.04	3.14122822037605e-07	6.37471288503881e-08	-6.37471288503881e-08
5.20100000917911	0.04	-0.04	5.71906820523053e-07	1.07932986854746e-07	-1.07932986854746e-07
5.26100002646446	0.02	-0.02	9.91199260443128e-07	2.30376481335132e-07	-2.30376481335132e-07
5.30100001811981	0.02	-0.02	1.0324122671202e-06	2.15842868338521e-07	-2.15842868338521e-07
5.34100000977516	0.02	-0.02	5.60783373118006e-07	1.37168265820138e-07	-1.37168265820138e-07
5.42100001295408	0.06	-0.06	1.80519077026095e-07	3.6415105736127e-08	-3.6415105736127e-08
5.50100000619888	0.02	-0.02	1.34217713924768e-07	2.80578195605631e-08	-2.80578195605631e-08
5.54099999785423	0.02	-0.02	7.01198120133898e-08	2.34053433145731e-08	-2.34053433145731e-08
5.5810000193119	0.02	-0.02	9.44768416087209e-08	2.01430169326905e-08	-2.01430169326905e-08
5.62100001096725	0.02	-0.02	6.10179430545633e-08	1.75340680826803e-08	-1.75340680826803e-08
5.6610000026226	0.02	-0.02	8.29846421531181e-08	1.69891162447955e-08	-1.69891162447955e-08
5.70100002408028	0.02	-0.02	1.07517006146515e-07	2.04814946959426e-08	-2.04814946959426e-08
5.7610000115633	0.04	-0.04	7.84347001897277e-08	2.27532960165731e-08	-2.27532960165731e-08
5.82099999904633	0.02	-0.02	2.14003663032635e-07	5.18188320374595e-08	-5.18188320374595e-08
5.861000020504	0.02	-0.02	3.67356504132282e-07	7.6864900820577e-08	-7.6864900820577e-08
5.9410000038147	0.02	-0.02	3.35133631281785e-07	8.29431912998807e-08	-8.29431912998807e-08
5.98100002527237	0.02	-0.02	3.68725059094978e-07	7.7946988345675e-08	-7.7946988345675e-08
6.02100001692772	0.02	-0.02	3.54981972017648e-07	8.16695689788552e-08	-8.16695689788552e-08
6.08100000441074	0.04	-0.04	2.21090681365668e-07	5.32927859402968e-08	-5.32927859402968e-08
6.14100002169609	0.02	-0.02	2.53937233516815e-07	6.29794502182725e-08	-6.29794502182725e-08
6.18100001335144	0.02	-0.02	2.29372693801838e-07	5.02092879728518e-08	-5.02092879728518e-08
6.22100000500679	0.02	-0.02	1.87196194500131e-07	4.36754639211262e-08	-4.36754639211262e-08
6.26100002646446	0.02	-0.02	1.62171941455627e-07	3.76204658483868e-08	-3.76204658483868e-08
6.30100001811981	0.02	-0.02	1.86151840359033e-07	3.30546857115035e-08	-3.30546857115035e-08
6.34100000977516	0.02	-0.02	1.17602679524864e-07	2.56500855736611e-08	-2.56500855736611e-08
6.40100001215935	0.04	-0.04	5.09476404611237e-08	1.32248994318493e-08	-1.32248994318493e-08
6.46100001454353	0.02	-0.02	8.6614148752999e-08	1.48715025372451e-08	-1.48715025372451e-08
6.50100000619888	0.02	-0.02	6.15717896221913e-08	1.20127946106285e-08	-1.20127946106285e-08
6.5810000093778	0.06	-0.06	2.37492059809533e-08	4.26736406718542e-09	-4.26736406718542e-09
6.6610000026226	0.02	-0.02	2.52321391592725e-08	4.56963844830792e-09	-4.56963844830792e-09
6.70100002408028	0.02	-0.02	8.86897350711582e-09	3.64342868602816e-09	-3.64342868602816e-09
6.74100001573563	0.02	-0.02	1.94540128161993e-08	4.49035804492248e-09	-4.49035804492248e-09
6.78100000739098	0.02	-0.02	2.37574017186862e-08	8.29199928174412e-09	-8.29199928174412e-09
6.82099999904633	0.02	-0.02	7.43072243178284e-08	1.47850588585386e-08	-1.47850588585386e-08
6.861000020504	0.02	-0.02	1.10462660414929e-07	2.84496797618002e-08	-2.84496797618002e-08
6.90100001215935	0.02	-0.02	2.43337665382804e-07	4.65847833500284e-08	-4.65847833500284e-08
6.96100001454353	0.04	-0.04	1.78151658080724e-07	4.54342443165334e-08	-4.54342443165334e-08
7.02100001692772	0.02	-0.02	3.27130653288375e-07	7.39802342814268e-08	-7.39802342814268e-08
7.08100000441074	0.04	-0.04	1.96077138503748e-07	7.24783553496156e-08	-7.24783553496156e-08
7.18100001335144	0.06	-0.06	3.81902527049651e-07	8.67317615600464e-08	-8.67317615600464e-08
7.26100002646446	0.02	-0.02	4.78866658768416e-07	1.03685347754985e-07	-1.03685347754985e-07
7.36100001305342	0.08	-0.08	1.21787831615427e-07	2.95322946486503e-08	-2.95322946486503e-08
7.48100001037121	0.04	-0.04	7.88230167420922e-08	1.93388637147438e-08	-1.93388637147438e-08
7.54099999785423	0.02	-0.02	8.6070361656751e-08	1.75984136336755e-08	-1.75984136336755e-08
7.5810000193119	0.02	-0.02	7.87525650576851e-08	1.80308687453491e-08	-1.80308687453491e-08
7.62100001096725	0.02	-0.02	1.24522169279202e-07	2.38427749212211e-08	-2.38427749212211e-08
7.6610000026226	0.02	-0.02	7.49646978339165e-08	3.06186481874498e-08	-3.06186481874498e-08
7.70100002408028	0.02	-0.02	1.60243408661169e-07	3.38348581977279e-08	-3.38348581977279e-08
7.78100000739098	0.06	-0.06	1.22477806447396e-07	3.14663190506952e-08	-3.14663190506952e-08
7.90100001215935	0.06	-0.06	1.11205277116919e-07	2.5974373524901e-08	-2.5974373524901e-08
8.02100001692772	0.06	-0.06	1.05550690122527e-07	1.90889335598038e-08	-1.90889335598038e-08
8.10100000023842	0.02	-0.02	1.5171561528584e-07	3.18285575512402e-08	-3.18285575512402e-08
8.16100001752377	0.04	-0.04	8.67990503392872e-08	2.16617242172523e-08	-2.16617242172523e-08
8.24100001573563	0.04	-0.04	7.25087386993602e-08	2.04387057629981e-08	-2.04387057629981e-08
8.30100001811981	0.02	-0.02	1.71295373621318e-07	4.14534347529158e-08	-4.14534347529158e-08
8.36100000560284	0.04	-0.04	7.9257201449664e-08	3.63792790286264e-08	-3.63792790286264e-08
8.42100002288818	0.02	-0.02	2.94678442410045e-07	6.09620817823259e-08	-6.09620817823259e-08
8.48100001037121	0.04	-0.04	2.39419162386013e-07	5.87262859798563e-08	-5.87262859798563e-08
8.54099999785423	0.02	-0.02	4.03271382535788e-07	8.93621434365471e-08	-8.93621434365471e-08
8.5810000193119	0.02	-0.02	3.4256478412085e-07	7.87463991181814e-08	-7.87463991181814e-08
8.64100000679493	0.04	-0.04	1.70680895291441e-07	4.75503583499951e-08	-4.75503583499951e-08
8.72100001990795	0.04	-0.04	1.92515008454583e-07	3.48512479279287e-08	-3.48512479279287e-08
8.78100000739098	0.02	-0.02	2.00228287708881e-07	4.43958976335884e-08	-4.43958976335884e-08
8.82099999904633	0.02	-0.02	1.38372878514589e-07	4.51939881490662e-08	-4.51939881490662e-08
8.861000020504	0.02	-0.02	1.94152670189103e-07	4.6292812781226e-08	-4.6292812781226e-08
8.90100001215935	0.02	-0.02	1.13323567909271e-07	5.09733024272084e-08	-5.09733024272084e-08
8.9410000038147	0.02	-0.02	1.93132480364383e-07	4.75317211097008e-08	-4.75317211097008e-08
9.02100001692772	0.02	-0.02	2.63391697146949e-07	4.80598874559678e-08	-4.80598874559678e-08
9.06100000858307	0.02	-0.02	1.0530938608715e-07	4.2293500633062e-08	-4.2293500633062e-08
9.10100000023842	0.02	-0.02	1.4806444207344e-07	3.59041780104117e-08	-3.59041780104117e-08
9.16100001752377	0.04	-0.04	9.12437869162656e-08	2.04118677088605e-08	-2.04118677088605e-08
9.28100001484156	0.08	-0.08	4.24063436370362e-08	9.19206000459057e-09	-9.19206000459057e-09
9.40100001215935	0.04	-0.04	6.08198006489651e-08	1.27487227448491e-08	-1.27487227448491e-08
9.48100001037121	0.04	-0.04	6.66709730297834e-08	2.27868870457596e-08	-2.27868870457596e-08
9.56100000858307	0.04	-0.04	1.91761172814309e-07	4.2248599297479e-08	-4.2248599297479e-08
9.64100000679493	0.04	-0.04	3.49180303669854e-07	7.07603078729908e-08	-7.07603078729908e-08
9.72100001990795	0.04	-0.04	5.31635006614233e-07	1.22043626556668e-07	-1.22043626556668e-07
9.82100000898043	0.06	-0.06	5.80247020781795e-07	1.02773164114394e-07	-1.02773164114394e-07
9.90100001215935	0.02	-0.02	7.13877004413511e-07	1.76408944178756e-07	-1.76408944178756e-07
9.96100001454353	0.04	-0.04	5.46890700565298e-07	1.21750511208838e-07	-1.21750511208838e-07
10.0410000127554	0.04	-0.04	3.62522671845215e-07	7.87321484007786e-08	-7.87321484007786e-08
10.1210000109673	0.04	-0.04	2.40002397926125e-07	4.91426989693035e-08	-4.91426989693035e-08
10.1810000133514	0.02	-0.02	2.02280002623898e-07	4.64035611929572e-08	-4.64035611929572e-08
10.2410000157356	0.04	-0.04	1.24442526204274e-07	3.65723981846746e-08	-3.65723981846746e-08
10.3210000139475	0.04	-0.04	1.89465490974949e-07	4.67302002649928e-08	-4.67302002649928e-08
10.4010000121593	0.04	-0.04	2.01981454038513e-07	5.37168801366328e-08	-5.37168801366328e-08
10.4610000145435	0.02	-0.02	3.58612171411794e-07	8.27470929825682e-08	-8.27470929825682e-08
10.5010000061989	0.02	-0.02	3.8737931889555e-07	9.00949802949639e-08	-9.00949802949639e-08
10.5409999978542	0.02	-0.02	4.23540378112595e-07	9.05597436693331e-08	-9.05597436693331e-08
10.5810000193119	0.02	-0.02	3.86560961579296e-07	7.90292061878334e-08	-7.90292061878334e-08
10.6410000067949	0.04	-0.04	1.09118994713828e-07	4.20915302398071e-08	-4.20915302398071e-08
10.7010000240803	0.02	-0.02	2.25019809904079e-07	5.02347745426146e-08	-5.02347745426146e-08
10.8010000106692	0.08	-0.08	8.33147814241075e-08	1.7281273630614e-08	-1.7281273630614e-08
10.921000007987	0.04	-0.04	2.76756769021456e-07	5.21944460219443e-08	-5.21944460219443e-08
11.0210000169277	0.06	-0.06	3.66173689623912e-07	8.09462638797061e-08	-8.09462638797061e-08
11.141000011762	0.06	-0.06	7.8997799064009e-07	1.79362674354445e-07	-1.79362674354445e-07
11.3810000113646	0.06	-0.06	2.90948841899327e-06	5.79113341390848e-07	-5.79113341390848e-07
11.5610000085831	0.12	-0.12	9.32179882809092e-07	2.02533082058905e-07	-2.02533082058905e-07
11.7410000157356	0.06	-0.06	5.65270075094e-07	1.40054864511786e-07	-1.40054864511786e-07
11.9210000129541	0.12	-0.12	2.4258583690737e-07	4.8356085051218e-08	-4.8356085051218e-08
12.1410000097752	0.1	-0.1	9.35345039944643e-08	2.30216879519145e-08	-2.30216879519145e-08
12.2610000264645	0.02	-0.02	2.40447930081897e-07	5.69392185327035e-08	-5.69392185327035e-08
12.4010000121593	0.12	-0.12	1.86446285621775e-07	3.72694983125867e-08	-3.72694983125867e-08
12.5810000093778	0.06	-0.06	4.14787123056657e-07	9.35825819746941e-08	-9.35825819746941e-08
12.7010000141462	0.06	-0.06	3.66332038561436e-07	1.43296869762931e-07	-1.43296869762931e-07
12.8010000032187	0.04	-0.04	9.51292585159414e-07	2.35264208307011e-07	-2.35264208307011e-07
12.9210000154376	0.08	-0.08	8.88867786277341e-07	2.45844094194158e-07	-2.45844094194158e-07
13.0810000118613	0.08	-0.08	1.03800799650153e-06	2.34100925539462e-07	-2.34100925539462e-07
13.2010000091791	0.04	-0.04	6.51254301309445e-07	1.49969225417492e-07	-1.49969225417492e-07
13.3610000056028	0.04	-0.04	2.47105347225857e-07	5.8907830793946e-08	-5.8907830793946e-08
13.4810000103712	0.08	-0.08	9.82377365811227e-08	1.95517959941844e-08	-1.95517959941844e-08
13.6010000151396	0.04	-0.04	5.95563779773957e-08	1.31770712471153e-08	-1.31770712471153e-08
